kepid,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_model_snr,koi_steff,koi_slogg,koi_srad,label
8043721,K04812.01,FALSE POSITIVE,0.77957913,2.457,70.4,0.71,11.1,5699.0,4.553,0.853,false_positive
7985733,K03219.01,FALSE POSITIVE,0.544561598,1.6053,35.2,44.9,31.1,3715.0,0.851,80.529,false_positive
6522824,K04882.01,FALSE POSITIVE,17.4453133,5.14,327.7,5.38,12.2,4927.0,3.417,3.04,false_positive
4750341,K04884.01,FALSE POSITIVE,1.97515457,2.633,66.1,0.92,9.2,5571.0,4.31,1.145,false_positive
6612327,K03270.01,FALSE POSITIVE,21.993112,8.616,1015.7,23.21,37.3,5205.0,4.604,0.747,false_positive
7285757,K03271.01,CONFIRMED,19.5489666,1.78,523.8,1.89,12.6,5549.0,4.6,0.732,planet_transit
5211922,K03273.01,FALSE POSITIVE,27.6853358,4.661,1660.7,3.11,49.3,5216.0,4.673,0.639,false_positive
5280587,K03274.01,CONFIRMED,35.6225528,4.845,651.1,2.24,9.6,5799.0,4.539,0.878,planet_transit
8129005,K04741.01,FALSE POSITIVE,7.1403113,5.891,112.1,1.18,11.8,6354.0,4.454,1.016,false_positive
4840156,K07709.01,FALSE POSITIVE,2.69487041,2.553,62.1,0.97,10.3,5823.0,4.283,1.187,false_positive
4138008,K04742.01,CONFIRMED,112.303136,5.869,502.1,1.3,13.1,4401.0,4.677,0.595,planet_transit
6468904,K04743.01,FALSE POSITIVE,49.5387264,2.238,740.6,20.52,10.3,5683.0,4.605,0.747,false_positive
5709906,K04744.01,FALSE POSITIVE,3.39155966,3.87,28.4,0.49,8.2,5896.0,4.516,0.914,false_positive
9777556,K04814.01,FALSE POSITIVE,1.33254897,3.083,591.7,32.84,16.2,4894.0,2.445,13.777,false_positive
10753922,K04816.01,FALSE POSITIVE,18.2260472,3.664,361.1,1.85,10.0,5440.0,4.444,0.98,false_positive
5980061,K04817.01,FALSE POSITIVE,0.630539713,1.7407,239.6,21.07,27.7,5458.0,4.482,0.894,false_positive
4059887,K04887.01,FALSE POSITIVE,1.018347376,4.386,47.8,1.92,33.3,5858.0,3.729,2.638,false_positive
8288741,K04888.01,FALSE POSITIVE,0.659299289,0.6908,1118.5,30.54,108.6,5791.0,4.524,0.852,false_positive
5303346,K03275.01,FALSE POSITIVE,37.32483952,6.9676,4989.2,30.32,155.6,5306.0,4.55,0.79,false_positive
3858879,K03276.01,FALSE POSITIVE,25.951984,20.585,2340.2,36.8,131.4,5889.0,4.46,1.046,false_positive
3120904,K03277.01,CONFIRMED,42.9136635,5.227,160.6,3.19,18.2,6049.0,3.8,2.483,planet_transit
3342467,K03278.01,FALSE POSITIVE,88.1804682,5.033,1138.6,2.78,17.5,5497.0,4.57,0.839,false_positive
11757451,K04745.01,CONFIRMED,177.668663,9.298,901.4,2.32,12.7,4721.0,4.615,0.701,planet_transit
2711597,K04746.01,FALSE POSITIVE,0.98041685,0.919,105.7,0.75,8.8,4861.0,4.572,0.722,false_positive
8047428,K04747.01,CONFIRMED,92.263742,8.605,296.9,2.22,12.2,6084.0,4.287,1.283,planet_transit
11513486,K04748.01,CONFIRMED,6.64754478,1.961,289.3,1.72,12.4,6046.0,4.478,1.007,planet_transit
4851283,K07710.01,FALSE POSITIVE,1.23517588,5.476,232.9,1.59,19.3,5780.0,4.438,1.0,false_positive
5024138,K04819.01,FALSE POSITIVE,0.416995408,0.8928,112.6,0.84,19.9,6150.0,4.498,0.781,false_positive
9086001,K04821.01,FALSE POSITIVE,256.52387,9.07,126.1,1.33,7.5,6348.0,4.323,1.18,false_positive
4927734,K03212.01,FALSE POSITIVE,3.0001191,6.61,7.7,0.73,7.3,8431.0,3.97,2.485,false_positive
11189311,K03220.01,CONFIRMED,81.4160138,14.175,762.3,4.63,54.3,6352.0,4.267,1.401,planet_transit
10031918,K04894.01,FALSE POSITIVE,8.5900471,3.463,137.0,0.8,9.6,4914.0,4.575,0.707,false_positive
5276332,K07723.01,FALSE POSITIVE,357.82544,9.12,152.5,1.7,11.1,6131.0,4.248,1.312,false_positive
3544640,K03279.01,CONFIRMED,30.8278245,4.214,641.3,2.42,13.9,5982.0,4.493,0.96,planet_transit
10653179,K03280.01,CONFIRMED,47.1607932,4.003,723.2,2.58,13.6,5936.0,4.501,0.965,planet_transit
12066569,K03282.01,CONFIRMED,49.2768448,3.787,1132.9,1.75,17.8,3899.0,4.713,0.529,planet_transit
6497146,K03284.01,CONFIRMED,35.2330694,3.674,352.8,0.97,14.5,3749.0,4.743,0.524,planet_transit
8625813,K03285.01,FALSE POSITIVE,45.3965379,3.826,1001.6,1.97,15.3,4266.0,4.626,0.643,false_positive
4651399,K07698.01,FALSE POSITIVE,508.807642,4.495,2127.0,39.59,14.8,4893.0,2.454,8.811,false_positive
9953575,K04751.01,FALSE POSITIVE,362.69427,9.7,439.9,3.54,11.0,5288.0,3.898,1.719,false_positive
7887890,K04752.01,FALSE POSITIVE,370.35639,12.75,732.2,2.82,13.0,6117.0,4.457,1.025,false_positive
4544628,K04753.01,FALSE POSITIVE,0.729724346,2.699,23.0,0.51,14.3,6084.0,4.426,1.03,false_positive
7052511,K04824.01,FALSE POSITIVE,0.821472455,2.433,127.1,0.92,11.3,4889.0,4.503,0.836,false_positive
4764774,K04825.01,FALSE POSITIVE,1.29019586,3.741,86.5,0.78,11.1,5693.0,4.558,0.842,false_positive
9910828,K04897.01,FALSE POSITIVE,8.48032079,5.791,170.7,0.95,14.7,5415.0,4.556,0.728,false_positive
11867608,K04899.01,FALSE POSITIVE,227.6258,9.47,131.0,1.79,8.8,6240.0,4.103,1.549,false_positive
8016691,K03286.01,CONFIRMED,18.1373788,3.844,310.8,1.41,11.3,4257.0,4.648,0.602,planet_transit
6584273,K03287.01,CONFIRMED,51.1104797,7.712,330.0,1.6,21.9,5968.0,4.534,0.881,planet_transit
5768816,K03288.01,CONFIRMED,47.9869119,5.342,859.3,3.35,25.7,5641.0,4.408,0.981,planet_transit
3644071,K01192.02,FALSE POSITIVE,359.047933,16.637,5622.7,7.76,91.1,5609.0,4.346,1.048,false_positive
5360974,K03289.01,FALSE POSITIVE,29.8042694,3.107,1046.5,24.73,17.9,5223.0,4.488,0.827,false_positive
4670267,K07699.01,FALSE POSITIVE,1.003049079,7.9657,219273.0,42.5,1766.7,5775.0,4.518,0.844,false_positive
7435780,K04757.01,FALSE POSITIVE,0.933157032,2.614,87.8,7.29,15.2,6499.0,4.378,1.169,false_positive
8938937,K04758.01,FALSE POSITIVE,37.1083458,4.112,366.5,1.71,7.9,5591.0,4.559,0.86,false_positive
10556180,K04828.01,FALSE POSITIVE,1.02104719,6.39,246.1,13.68,18.5,6444.0,4.376,1.2,false_positive
12401132,K04829.02,FALSE POSITIVE,12.083457,3.536,312.5,2.09,8.6,6422.0,4.364,1.175,false_positive
8308070,K04830.01,FALSE POSITIVE,401.5907,14.77,115.0,1.01,11.9,6170.0,4.482,0.939,false_positive
6956136,K03221.01,FALSE POSITIVE,53.912783631,44.0504,216.7,4.25,56.4,6085.0,3.917,2.02,false_positive
10661917,K04901.01,FALSE POSITIVE,1.23142395,2.186,19.6,0.77,10.8,6011.0,3.971,1.73,false_positive
7799701,K04903.01,FALSE POSITIVE,386.828262,5.045,1024.9,6.54,19.7,6384.0,4.107,1.615,false_positive
6233483,K03291.01,FALSE POSITIVE,15.8733803,7.4672,4094.1,8.15,136.5,6161.0,4.276,1.054,false_positive
5392871,K03292.01,FALSE POSITIVE,42.3991752,7.251,484.0,3.23,36.9,6133.0,4.37,1.121,false_positive
3858851,K03293.01,FALSE POSITIVE,25.95198823,14.602,5103.3,39.94,125.0,6363.0,4.444,1.035,false_positive
3858917,K03294.01,FALSE POSITIVE,25.9522401,20.813,2896.9,42.91,90.5,5659.0,4.528,0.904,false_positive
4466356,K03295.01,FALSE POSITIVE,14.12809896,2.326,263.1,1.6,20.3,6072.0,4.47,0.988,false_positive
9474232,K04760.01,FALSE POSITIVE,13.6917833,4.198,145.4,1.12,14.2,5906.0,4.433,0.931,false_positive
3859151,K04761.01,FALSE POSITIVE,25.95633,26.34,158.2,9.75,11.9,6139.0,4.53,0.881,false_positive
11456279,K03204.01,FALSE POSITIVE,0.572937573,2.576,80.8,1.57,32.0,7338.0,4.225,1.593,false_positive
5398002,K03213.01,FALSE POSITIVE,14.15849823,46.356,347.3,90.09,225.1,8753.0,3.668,3.746,false_positive
6680911,K04831.01,FALSE POSITIVE,207.471349,7.469,229.2,1.57,8.0,5731.0,4.359,1.033,false_positive
10356124,K04832.01,FALSE POSITIVE,12.3748247,90.01,390.9,81.01,85.7,5165.0,3.491,3.598,false_positive
6286161,K03501.01,FALSE POSITIVE,14.541781166,9.1151,143645.0,2722.92,768.9,5997.0,4.304,1.148,false_positive
5385471,K03502.01,FALSE POSITIVE,12.4261177,28.5357,1230.4,3.8,89.9,5713.0,4.554,0.851,false_positive
6368175,K03503.01,CONFIRMED,21.1876185,3.69,71.7,0.79,8.5,6355.0,4.547,0.849,planet_transit
5471158,K03504.01,FALSE POSITIVE,12.42560404,23.9402,458.9,2.52,40.8,5713.0,4.541,0.893,false_positive
4847843,K03505.01,FALSE POSITIVE,30.9604688,14.992,460.9,89.18,27.1,5367.0,3.216,3.558,false_positive
5120225,K07717.01,FALSE POSITIVE,1.041619932,8.1218,1840.5,30.94,374.1,5838.0,4.374,0.991,false_positive
9656543,K03588.01,FALSE POSITIVE,2.544594443,3.21373,348777.0,109.72,608.9,5503.0,4.033,1.616,false_positive
10751515,K03589.01,FALSE POSITIVE,56.40651043,18.4332,102294.0,21.93,1597.3,5011.0,4.617,0.647,false_positive
3348093,K03590.01,FALSE POSITIVE,7.964400574,4.4761,190903.0,61.54,879.2,4478.0,4.578,0.715,false_positive
6182846,K03591.01,FALSE POSITIVE,6.399101307,4.7439,83326.0,51.77,154.4,6233.0,4.472,0.988,false_positive
4939346,K01873.02,CONFIRMED,34.9168399,7.343,500.0,2.39,15.4,6194.0,4.445,1.069,planet_transit
6442602,K07778.01,FALSE POSITIVE,0.56678228,4.725,146.8,0.88,15.1,4796.0,4.56,0.749,false_positive
9851126,K03592.01,FALSE POSITIVE,8.480303653,7.48907,81427.9,22.25,301.4,5385.0,4.565,0.787,false_positive
11455428,K03365.01,CONFIRMED,22.1270885,4.472,418.2,3.94,12.6,5312.0,4.103,1.445,planet_transit
10484409,K03366.01,FALSE POSITIVE,10.6784787,2.307,201.0,1.12,9.4,5459.0,4.583,0.797,false_positive
5796185,K03369.01,FALSE POSITIVE,42.559265547,3.36626,207990.0,51.86,950.0,5764.0,4.548,0.863,false_positive
3945802,K03435.01,FALSE POSITIVE,24.2157996,4.359,322.2,1.58,13.6,5659.0,4.473,0.885,false_positive
6265665,K03436.01,CONFIRMED,44.2018402,4.949,235.6,1.14,18.6,5002.0,4.543,0.753,planet_transit
4645174,K03437.01,CONFIRMED,15.0330623,6.326,132.2,2.18,14.9,5849.0,4.076,1.601,planet_transit
8719419,K03506.01,FALSE POSITIVE,12.62530918,3.163,39413.0,87.2,32.5,6878.0,4.012,1.844,false_positive
9028474,K03510.01,FALSE POSITIVE,124.93576738,7.5608,240899.0,49.34,332.8,5887.0,4.477,0.941,false_positive
4349442,K01803.02,FALSE POSITIVE,12.720298433,2.4599,283.6,1.37,12.7,4914.0,4.61,0.724,false_positive
3644542,K03511.01,FALSE POSITIVE,119.67980316,32.1928,299046.0,193.91,5357.7,8275.0,3.726,3.251,false_positive
6182849,K03512.01,FALSE POSITIVE,6.399107136,5.21981,376769.0,59.15,4322.4,6133.0,4.435,0.935,false_positive
9851142,K03513.01,FALSE POSITIVE,8.480304281,7.46159,83114.6,65.0,5219.5,7059.0,3.946,2.21,false_positive
3442054,K03593.01,FALSE POSITIVE,117.6813778,12.7591,45362.0,45.43,2426.9,6429.0,3.899,2.079,false_positive
4079530,K03594.01,FALSE POSITIVE,17.72722648,4.1376,147144.0,35.18,922.1,6021.0,4.52,0.895,false_positive
6445531,K07779.01,FALSE POSITIVE,1.71024931,2.833,98.6,1.2,9.4,6418.0,4.395,1.171,false_positive
10677186,K03595.01,FALSE POSITIVE,100.40132734,9.7436,53781.9,26.0,1331.0,5903.0,4.353,1.1,false_positive
9025914,K03596.01,FALSE POSITIVE,11.320287875,4.82219,243413.0,59.23,1539.9,6153.0,4.302,1.127,false_positive
9366988,K03597.01,FALSE POSITIVE,1.219034103,2.4494,95697.0,40.46,319.1,5914.0,4.217,1.271,false_positive
11657614,K03370.02,CONFIRMED,5.94228603,2.169,250.0,1.23,7.5,4891.0,4.516,0.805,planet_transit
9785921,K03372.01,CONFIRMED,26.7575866,5.858,455.3,2.28,17.7,6215.0,4.44,1.052,planet_transit
3102000,K03373.01,FALSE POSITIVE,57.0599992,7.463,66168.0,22.31,751.5,5931.0,4.545,0.863,false_positive
6599975,K03438.01,CONFIRMED,14.5565618,4.554,103.8,1.08,17.1,6065.0,4.452,1.061,planet_transit
8266276,K01731.02,FALSE POSITIVE,0.837898153,2.104,268.9,1.26,13.9,4748.0,4.526,0.797,false_positive
5887316,K07747.01,FALSE POSITIVE,0.603086711,1.0869,1242.8,36.0,170.0,6353.0,4.397,1.134,false_positive
4282191,K03439.01,CONFIRMED,41.7084063,8.567,330.0,2.19,24.3,6434.0,4.394,1.138,planet_transit
3559860,K03440.01,CONFIRMED,33.0257179,6.032,507.1,2.21,12.2,5819.0,4.468,0.99,planet_transit
10651945,K03441.01,FALSE POSITIVE,25.366990665,5.9556,150581.0,56.02,2206.5,6208.0,4.454,1.024,false_positive
7117003,K03514.01,FALSE POSITIVE,428.32173928,40.5992,316995.0,49.76,4594.8,5662.0,4.532,0.806,false_positive
3240159,K03515.01,FALSE POSITIVE,82.137609997,6.11904,210772.0,197.85,3583.1,6395.0,3.904,2.012,false_positive
6147851,K07766.01,FALSE POSITIVE,3.06026014,2.545,59.9,0.83,10.1,5878.0,4.426,1.01,false_positive
9658118,K03516.01,FALSE POSITIVE,24.0612744,19.9438,440146.0,83.77,1161.1,6461.0,4.338,1.138,false_positive
7132542,K03517.01,FALSE POSITIVE,66.36099916,20.0614,416737.0,61.42,1866.7,5583.0,4.463,0.857,false_positive
8589754,K03518.01,FALSE POSITIVE,8.939461148,6.19136,357832.0,153.32,2427.5,6461.0,3.846,2.225,false_positive
3757590,K03520.01,FALSE POSITIVE,135.58607679,5.54241,363134.0,89.83,6788.8,6401.0,4.324,1.301,false_positive
2437149,K03598.01,FALSE POSITIVE,18.79862195,7.4782,380204.0,55.07,551.3,5334.0,4.585,0.796,false_positive
9715925,K03599.01,FALSE POSITIVE,6.30828538,2.48633,113526.0,29.34,559.2,5069.0,4.524,0.78,false_positive
9529733,K03600.01,FALSE POSITIVE,4.80912667,7.9331,134093.0,44.3,1033.2,6462.0,4.371,1.166,false_positive
9613070,K03601.01,FALSE POSITIVE,2.33211505,2.96723,105949.0,140.22,997.8,6384.0,4.348,1.094,false_positive
9967771,K01875.02,CONFIRMED,0.53835407,1.5045,190.2,1.67,46.6,5539.0,4.244,1.207,planet_transit
10845188,K03602.01,FALSE POSITIVE,249.36211832,8.3559,35830.4,48.69,846.1,5940.0,4.352,1.02,false_positive
5709103,K07736.01,FALSE POSITIVE,0.664727127,1.561,16.2,0.46,7.6,6143.0,4.344,1.116,false_positive
6705026,K03374.01,CONFIRMED,9.5084871,4.372,97.9,1.65,13.3,6144.0,4.106,1.668,planet_transit
6779726,K03375.01,CONFIRMED,47.0563327,4.807,762.0,2.57,12.1,5889.0,4.492,0.924,planet_transit
7288306,K03443.01,CONFIRMED,96.169569,7.496,894.5,2.07,20.0,5340.0,4.633,0.702,planet_transit
5887393,K07748.01,FALSE POSITIVE,1.55090374,3.028,11.3,1.11,11.8,7612.0,3.787,2.968,false_positive
11860395,K03445.01,CONFIRMED,82.303914,15.404,737.0,4.47,22.3,5602.0,4.13,1.425,planet_transit
5456023,K03521.01,FALSE POSITIVE,131.97827736,7.14981,345935.0,147.83,3766.3,4916.0,3.717,2.182,false_positive
6187888,K07768.01,FALSE POSITIVE,0.789171236,1.734,73.4,0.69,9.0,4776.0,4.516,0.811,false_positive
9529744,K01806.02,CONFIRMED,17.9346606,6.25,142.7,2.8,18.8,6426.0,4.013,1.775,planet_transit
12021387,K03522.01,FALSE POSITIVE,241.07074582,9.88863,70291.7,76.53,4257.4,9414.0,3.883,2.777,false_positive
8044608,K03523.01,FALSE POSITIVE,106.17593813,10.4168,164738.0,54.91,7056.8,6038.0,4.254,1.141,false_positive
8760135,K03524.01,FALSE POSITIVE,184.6467208,18.9869,410274.0,72.8,1113.2,5713.0,4.414,1.023,false_positive
4073707,K03525.01,FALSE POSITIVE,6.282033445,8.3777,181787.0,144.85,1178.0,6074.0,4.45,0.976,false_positive
5730394,K03603.01,FALSE POSITIVE,5.519188936,7.1351,217073.0,43.06,2270.6,5324.0,4.439,0.897,false_positive
6956216,K03604.01,FALSE POSITIVE,4.818863794,6.2625,65936.5,51.32,2048.7,6313.0,3.936,1.935,false_positive
6137704,K03605.01,FALSE POSITIVE,178.26802035,5.86461,45753.9,34.07,961.4,5126.0,4.578,0.696,false_positive
10275074,K03606.01,FALSE POSITIVE,2.181555909,4.41739,85406.9,91.3,1548.2,6584.0,4.331,1.246,false_positive
9110346,K03607.01,FALSE POSITIVE,0.895276162,3.0518,319082.0,172.25,932.1,5242.0,3.631,2.55,false_positive
10259301,K03608.01,FALSE POSITIVE,244.83274973,4.37001,40206.0,38.3,733.5,6105.0,4.443,0.993,false_positive
2995392,K03379.01,CONFIRMED,30.4544418,6.896,472.1,2.6,17.3,6283.0,4.472,0.984,planet_transit
3120308,K03380.01,FALSE POSITIVE,10.26558924,3.879,254.6,1.65,18.8,5774.0,4.458,0.98,false_positive
9991621,K03382.01,FALSE POSITIVE,18.9257333,6.149,188.5,16.74,16.2,5455.0,4.421,0.909,false_positive
8078502,K03383.01,CONFIRMED,37.8862977,5.218,672.2,2.09,14.4,5513.0,4.551,0.818,planet_transit
2852528,K03446.01,FALSE POSITIVE,11.9615433,3.129,424.5,2.24,12.4,6142.0,4.456,1.046,false_positive
10798838,K03449.01,FALSE POSITIVE,62.127677128,5.25005,37430.2,38.61,990.3,5344.0,4.494,0.807,false_positive
8560940,K03450.01,FALSE POSITIVE,31.9730649,8.872,158.6,1.09,15.6,5811.0,4.571,0.811,false_positive
10292238,K03526.01,FALSE POSITIVE,143.1188694,16.8109,255714.0,53.3,1638.0,5713.0,4.554,0.851,false_positive
8733497,K03527.01,FALSE POSITIVE,76.81985465,5.16249,229165.0,46.61,2314.5,5654.0,4.59,0.774,false_positive
4255422,K03528.01,FALSE POSITIVE,165.40574995,13.6363,66402.0,112.86,4958.6,6061.0,3.759,2.185,false_positive
9837544,K03529.01,FALSE POSITIVE,71.661915163,6.33708,323613.0,55.04,1804.1,5075.0,4.497,0.824,false_positive
7877824,K03530.01,FALSE POSITIVE,9.44942685,6.40303,488997.0,68.38,1246.3,5754.0,4.534,0.905,false_positive
6469946,K07781.01,FALSE POSITIVE,0.715802309,1.5586,2208.6,25.52,137.7,5239.0,4.6,0.757,false_positive
6947164,K03531.01,FALSE POSITIVE,70.58284717,8.81169,150931.0,50.88,2424.0,5973.0,4.516,0.904,false_positive
6233903,K03609.01,FALSE POSITIVE,2.995357359,6.57901,172404.0,112.12,1467.6,5949.0,3.892,1.94,false_positive
7212066,K03610.01,FALSE POSITIVE,3.840485025,2.8592,31353.0,39.38,259.4,5731.0,4.532,0.823,false_positive
6675060,K03611.01,FALSE POSITIVE,10.443341795,3.94077,145294.0,44.35,842.1,6137.0,4.421,1.005,false_positive
5716508,K07737.01,FALSE POSITIVE,4.75307877,2.35,933.0,505.94,6.4,3486.0,0.5,180.013,false_positive
10518735,K03612.01,FALSE POSITIVE,19.515013291,4.59379,256442.0,53.03,1018.8,5349.0,4.531,0.851,false_positive
6975129,K01628.02,CONFIRMED,1.772451066,2.4592,79.2,1.02,22.4,6243.0,4.406,1.149,planet_transit
8644365,K03384.02,CONFIRMED,19.9158863,6.191,143.2,1.41,28.3,6047.0,4.387,1.092,planet_transit
9489947,K03385.01,FALSE POSITIVE,54.061328105,4.48223,79684.0,88.28,1012.2,5786.0,4.318,1.112,false_positive
6960487,K03386.01,FALSE POSITIVE,34.525990182,4.47294,67161.4,54.35,1008.1,6123.0,4.396,1.049,false_positive
6309264,K03387.01,FALSE POSITIVE,14.2821417,2.068,224.9,1.08,8.7,5374.0,4.588,0.726,false_positive
7021177,K03452.01,FALSE POSITIVE,18.64532882,3.63893,433815.0,61.81,1256.8,5931.0,4.554,0.845,false_positive
7122259,K03454.01,FALSE POSITIVE,20.882125422,8.03365,233450.0,66.27,3506.5,6335.0,4.427,1.072,false_positive
6364582,K03456.01,CONFIRMED,30.8609783,4.216,128.9,1.08,17.8,5627.0,4.552,0.833,planet_transit
6190535,K07769.01,FALSE POSITIVE,3.652810043,1.5132,119.4,0.89,6.0,5213.0,4.489,0.831,false_positive
9834257,K03457.01,FALSE POSITIVE,15.65134872,4.1553,3104.0,118.33,81.6,6552.0,3.586,3.289,false_positive
9529744,K01806.03,CONFIRMED,8.37159554,5.252,98.0,2.39,16.6,6426.0,4.013,1.775,planet_transit
10748621,K03532.01,FALSE POSITIVE,286.1755875,16.1025,328544.0,63.23,765.3,5904.0,4.471,0.946,false_positive
4824268,K03533.01,FALSE POSITIVE,152.15144795,26.8612,151815.0,53.89,2163.4,6217.0,4.472,0.989,false_positive
6527016,K07783.01,FALSE POSITIVE,0.542636318,1.2536,74.6,1.39,17.3,5277.0,3.96,1.633,false_positive
6431670,K03534.01,FALSE POSITIVE,29.911334059,7.26916,354377.0,47.83,1349.8,5303.0,4.632,0.704,false_positive
7376500,K03535.01,FALSE POSITIVE,5.877122485,4.71655,362900.0,125.68,1210.8,5702.0,3.807,1.821,false_positive
9636559,K03618.01,FALSE POSITIVE,10.636305846,5.17212,216063.0,64.91,1419.0,6781.0,4.221,1.345,false_positive
8095110,K03619.01,FALSE POSITIVE,2.1032389,6.4774,24852.5,36.63,625.1,5546.0,4.587,0.786,false_positive
11499263,K03620.01,FALSE POSITIVE,46.698200933,3.57049,54592.5,38.79,879.0,5772.0,4.518,0.756,false_positive
10328393,K01905.02,CONFIRMED,15.99560373,3.471,221.7,1.04,20.0,4955.0,4.61,0.721,planet_transit
9775253,K03621.01,FALSE POSITIVE,4.39451798,2.9527,223616.0,65.76,249.5,3695.0,4.773,0.483,false_positive
3858988,K03388.01,FALSE POSITIVE,25.9518795,21.569,1312.3,35.1,63.7,5753.0,4.335,1.078,false_positive
10798605,K03390.01,FALSE POSITIVE,56.048096688,4.04427,53725.8,42.62,1003.7,5222.0,4.518,0.78,false_positive
5895083,K07751.01,FALSE POSITIVE,2.25161215,2.1,23.9,1.14,9.2,9464.0,4.116,2.184,false_positive
9714123,K03392.01,FALSE POSITIVE,50.35545898,5.51863,107138.0,31.66,1219.4,5936.0,4.501,0.965,false_positive
6118370,K03458.01,CONFIRMED,14.0328775,6.684,210.9,1.45,11.8,6063.0,4.47,1.001,planet_transit
2717158,K03459.01,CONFIRMED,13.2226149,4.337,261.7,1.75,12.6,5931.0,4.545,0.863,planet_transit
6198256,K07770.01,FALSE POSITIVE,3.54828691,3.281,70.9,1.69,9.9,6573.0,4.01,1.987,false_positive
2437112,K03461.01,FALSE POSITIVE,18.79852,4.795,487.4,2.04,11.2,4808.0,4.589,0.715,false_positive
7987086,K03536.01,FALSE POSITIVE,156.51657398,12.2259,113337.0,61.44,2016.1,6002.0,4.354,1.084,false_positive
7374746,K03537.01,FALSE POSITIVE,1.366946478,3.37701,158643.0,43.45,796.5,5353.0,4.527,0.757,false_positive
8668810,K03538.01,FALSE POSITIVE,313.09275066,14.3447,445612.0,47.52,1952.3,5067.0,4.596,0.673,false_positive
6519865,K07782.01,FALSE POSITIVE,0.566813677,2.458,61.2,0.77,11.5,6106.0,4.487,0.966,false_positive
8868907,K03539.01,FALSE POSITIVE,157.32263943,21.9232,153932.0,56.66,1386.8,6109.0,4.472,0.989,false_positive
3865298,K03540.01,FALSE POSITIVE,9.53040216,5.95809,321541.0,60.49,185.6,5501.0,4.438,0.912,false_positive
10091110,K03627.01,FALSE POSITIVE,4.218512654,3.62939,23416.8,16.67,699.9,6185.0,4.472,0.991,false_positive
10091110,K03627.02,FALSE POSITIVE,8.529991199,3.9954,20083.7,44.86,389.8,6185.0,4.472,0.991,false_positive
3544694,K03629.01,FALSE POSITIVE,1.922862476,3.4594,101272.0,70.65,362.1,6408.0,4.246,1.303,false_positive
11521793,K00352.02,CONFIRMED,16.00747237,1.267,277.6,2.99,14.7,5857.0,4.204,1.305,planet_transit
9085563,K03393.01,CONFIRMED,54.6493679,7.962,432.5,2.64,15.1,5751.0,4.234,1.282,planet_transit
11337372,K01650.02,CONFIRMED,100.8276725,8.39,1778.8,4.35,36.7,5301.0,4.391,0.977,planet_transit
5952448,K07753.01,FALSE POSITIVE,0.905675699,1.701,73.2,0.77,10.2,5730.0,4.518,0.903,false_positive
11874338,K03464.01,FALSE POSITIVE,15.9750417,3.549,643.5,90.37,37.5,5220.0,3.52,3.456,false_positive
9763612,K03465.01,CONFIRMED,16.0505464,3.171,94.4,0.81,14.6,5428.0,4.563,0.853,planet_transit
6199716,K07771.01,FALSE POSITIVE,0.805267592,0.887,146.6,1.35,9.8,6268.0,4.429,1.1,false_positive
9468384,K03466.01,FALSE POSITIVE,11.082622625,6.62584,268725.0,48.38,1725.6,5831.0,4.503,0.922,false_positive
8868364,K03541.01,FALSE POSITIVE,421.42848194,8.60447,96654.3,54.16,3162.0,6235.0,4.034,1.708,false_positive
10092312,K01823.02,FALSE POSITIVE,1.096587245,3.0287,541.2,168.68,67.1,5869.0,4.513,0.942,false_positive
3964545,K03542.01,FALSE POSITIVE,3.012476415,3.31903,198402.0,58.77,2060.3,6015.0,4.329,1.088,false_positive
9656397,K03543.01,FALSE POSITIVE,204.74104758,20.5357,333804.0,97.39,2000.2,6517.0,4.211,1.44,false_positive
5444491,K07727.01,FALSE POSITIVE,0.759740194,3.252,42.5,0.67,13.7,6046.0,4.478,1.007,false_positive
3735629,K03544.01,FALSE POSITIVE,4.664186517,4.0639,555376.0,278.81,445.7,5062.0,3.515,3.579,false_positive
8244173,K03545.01,FALSE POSITIVE,1.092066399,2.97608,401890.0,40.74,1160.6,4556.0,4.67,0.576,false_positive
6546508,K03613.01,FALSE POSITIVE,3.053578643,3.22884,52879.9,35.35,661.4,5414.0,4.625,0.714,false_positive
9886224,K03614.01,FALSE POSITIVE,2.992662857,2.5258,113705.0,60.35,296.8,4927.0,3.883,1.837,false_positive
3735634,K03615.01,FALSE POSITIVE,4.664188563,3.773,11360.5,52.09,272.6,5699.0,4.192,1.215,false_positive
5730380,K07738.01,FALSE POSITIVE,0.954873008,1.0613,33.0,0.81,1.5,6092.0,4.114,1.363,false_positive
6058875,K03616.01,FALSE POSITIVE,0.56493412,2.57621,252639.0,33.4,1361.5,4748.0,4.729,0.534,false_positive
10735564,K03617.01,FALSE POSITIVE,1.674984844,4.92134,234579.0,150.48,858.8,8285.0,3.971,2.451,false_positive
3561464,K03398.01,CONFIRMED,7.31945294,4.881,166.8,5.05,16.3,5745.0,3.499,3.955,planet_transit
3561464,K03398.02,CONFIRMED,35.8007112,8.219,417.4,7.97,25.0,5745.0,3.499,3.955,planet_transit
5962509,K07754.01,FALSE POSITIVE,0.790049989,2.794,70.8,0.67,12.3,5427.0,4.53,0.808,false_positive
6359802,K03399.01,FALSE POSITIVE,14.15402615,4.115,21653.0,29.61,23.9,4352.0,4.61,0.661,false_positive
